text,DRINKS#PRICES,DRINKS#STYLE&OPTIONS,RESTAURANT#PRICES,FOOD#QUALITY,RESTAURANT#GENERAL,SERVICE#GENERAL,DRINKS#QUALITY,AMBIENCE#GENERAL,FOOD#STYLE&OPTIONS,RESTAURANT#MISCELLANEOUS,FOOD#PRICES,LOCATION#GENERAL,number_of_text
đi vào hẻm 758 độ 50m là thấy quán .,0,0,0,0,0,0,0,0,0,0,0,2,9
có điều đồ ăn thì bình thường không đặc sắc .,0,0,0,2,0,0,0,0,0,0,0,0,10
mực nang ngon nè .,0,0,0,3,0,0,0,0,0,0,0,0,4
phần thăn ngoại thịt khác là mềm và hoàn toàn không có mỡ ăn rất ngon .,0,0,0,3,0,0,0,0,0,0,0,0,16
"chấm được món soup ngon , lẩu thì không biết có phải do rau rửa không sạch không nhưng đang ăn phát hiện con sâu t . t .",0,0,0,2,0,0,0,0,2,0,0,0,25
"vì hệ thống cơ sở quá khủng , nên gần như mình lúc nào cũng được freeship cả .",0,0,0,0,0,0,0,0,0,3,0,0,17
gọi là tô nhỏ nhưng mà cũng nhiều và bự lắm nha .,0,0,0,0,0,0,0,0,3,0,0,0,12
món thịt bò nướng nơi này phãi nói là suất sắc nhất nhưng giá thì cũng không cao nữa .,0,0,0,3,0,0,0,0,0,0,3,0,19
"quán khá rộng , tha hồ phục vụ số đông , như kiểu đang ngồi ăn giữa rừng ý .",0,0,0,0,0,0,0,3,0,0,0,0,17
bạn nào muốn sống ảo thì đẹp cực kì .,0,0,0,0,3,0,0,0,0,0,0,0,9
"cây thông noel dịch vụ mấy anh chị nhân viên dễ thương , nhiệt tình lắm .",0,0,0,0,0,3,0,0,0,0,0,0,11
ăn lần cho biết thôi chứ k quay lại .,0,0,0,0,1,0,0,0,0,0,0,0,9
nhân viên khá dễ thương .,0,0,0,0,0,3,0,0,0,0,0,0,5
đồ uống và bánh quán có siêu nhiều đồ uống bọn mình đi một nhóm nên gọi ấm trà và set bánh cho tiết kiệm .,0,3,0,0,0,0,0,0,0,0,0,0,24
"về thức ăn khá ngon , rất nhiều , cũng có vài món lạ .",0,0,0,3,0,0,0,0,3,0,0,0,12
nĩa và dao nĩa và dao nĩa và dao dĩa và dao với đĩa nhìn quán mỳ cũng hoành tráng mà không ngờ cảm giác khi vào là cực kì tệ mặt phụng phịu mặt phụng phịu mặt phụng phịu .,0,0,0,0,1,0,0,3,0,0,0,0,18
cảm giác uống bao nhiêu cũng không sợ mập .,0,0,0,0,0,0,3,0,0,0,0,0,9
cậu bé có màu da sáng cậu bé có màu da sáng cậu bé có màu da sáng nhân viên chỉ ok thôi .,0,0,0,0,0,2,0,0,0,0,0,0,6
bánh ngon mà k bị ngấy đối mặt với thức ăn ngon đối mặt với thức ăn ngon đối mặt với thức ăn ngon .,0,0,0,3,0,0,0,0,0,0,0,0,6
lựa chọn thích hợp cho 2ng hoặc nhóm mà không biết chiều theo ý ai ăn gì thì cứ ra đây ạ .,0,0,0,0,2,0,0,0,0,0,0,0,22
"bánh rán nhân đầy đặn , cũng toàn chịt nuôn à nha , nước chấm chua chua ngọt ngọt .",0,0,0,3,0,0,0,0,3,0,0,0,17
"bỏ ớt , hành , chanh vào rồi thì ăn thôi .",0,0,0,0,0,0,0,0,2,0,0,0,9
"lẩu kim chi làm hơi ngọt với khẩu vị miền bắc , ăn ok .",0,0,0,3,0,0,0,0,0,0,0,0,13
"quán trang trí cũng đẹp , có nhà vệ sinh tạm được .",0,0,0,0,0,0,0,3,0,2,0,0,11
"pizza đặt 2 bánh size lớn kèm chai coca cola nhỏ , giá khuyến mãi là 250k .",0,0,0,0,0,0,0,0,2,3,0,0,16
tráng miệng . ở đây có món crème br lée có mùi rượu rất ok lần nào mình đi cũng thử .,0,0,0,3,0,0,0,0,0,0,0,0,19
"vào gọi bát mì cay sườn sụn và cốc trà đào , nhân viên hết sức nhẹ nhàng mềm mỏng .",0,0,0,0,0,3,0,0,2,0,0,0,19
mình có ăn thử udon ở đây nhưng k đc ngon la m .,0,0,0,1,0,0,0,0,0,0,0,0,12
đây là nhà hàng khá sang trọng và cũng khá nổi tiếng nên nhiều ng nước ngoài đến đây ăn .,0,0,0,0,3,0,0,0,0,0,0,0,20
"beefsteak ở đây quá sức ngon rồi , thêm nữa , lại được tự chọn sốt tùy với khẩu vị từng người .",0,0,0,3,0,0,0,0,3,0,0,0,20
"lúc nào , chi nhánh nào mình cũng thấy đông á .",0,0,0,0,3,0,0,0,0,0,0,0,10
thưởng thức gần hết tất cả món ngon do nv recommend và kết nhất là món lẩu và các món cơm .,0,0,0,0,0,0,0,0,3,0,0,0,21
"đã nghe danh dìn ký lâu rồi , nhưng mới có dịp ăn gần đây .",0,0,0,0,2,0,0,0,0,0,0,0,14
"không gian nhà hàng hơi nhỏ nhưng được bày trí rất sang trọng và có view khá đẹp , bạn có thể nhìn toàn cảnh thành phố phan thiết trên sân thượng của nhà hàng .",0,0,0,0,0,0,0,3,0,0,0,3,34
rong biển cắt nhỏ làm đậm vị nên ngon .,0,0,0,3,0,0,0,0,0,0,0,0,9
mình thấy đồ ăn ngon và rẻ .,0,0,0,3,0,0,0,0,0,0,3,0,7
"khá bất ngờ với mức giá kiểu thôn quê , giá chè thập cẩm là 12k , các loại khác giá cũng tầm tầm như vậy , chỉ có chè sầu là giá cao hơm chút .",0,0,0,0,0,0,0,0,2,0,3,0,33
"bánh toast thì mình ko thích lắm , nh nghe mấy đứa bạn nói là rất okay .",0,0,0,2,0,0,0,0,0,0,0,0,17
tại nghe đồn có ba cái dessert với bánh toast nhon lắm .,0,0,0,3,0,0,0,0,0,0,0,0,12
là nhà hàng chứ thực ra thức ăn ở đây giá cả cũng bình dân lắm nhé .,0,0,3,0,0,0,0,0,0,0,0,0,17
sandwich kèm theo cũng khá ít nên bạn nào ăn mạnh thì phải kêu thêm 3 k cặp nha .,0,0,0,0,0,0,0,0,1,0,2,0,20
vé tính cho 1 người lớn là 280k vào tối thứ 7 .,0,0,2,0,0,0,0,0,0,0,0,0,12
"chắc do đang mùa thu nên nhà hàng decor dạng nhiều lá phông như vậy nè , mình thích .",0,0,0,0,0,0,0,3,0,0,0,0,18
cháo là dạng cháo nấu còn hột chớ ko phải cháo nhuyễn nên ăn thích .,0,0,0,0,0,0,0,0,3,0,0,0,15
1 tô bình thường thấy chỉ vừa bụng với mấy bạn nữ thôi .,0,0,0,0,0,0,0,0,2,0,0,0,13
mình hay ăn buổi tối thì giá vẫn là 229k chưa vat hay sao á .,0,0,2,0,0,0,0,0,0,0,0,0,15
"nay đi gặp quản lý đổi thẻ vip siêu dễ tiện lợi , nv cũng khá dễ thương , ko hà bá như mấy lần trước .",0,0,0,0,0,3,0,0,0,0,0,0,25
"quán view nhỏ , nhân viên chỉ có 1 người vừa làm thu ngân vừa pha chế luôn cũng khá lâu .",0,0,0,0,0,1,0,1,0,0,0,0,22
đi trưa thứ bảy thì 235k .,0,0,2,0,0,0,0,0,0,0,0,0,6
"quán có không gian khá rộng rãi , sáng sủa và khá sạch sẽ .",0,0,0,0,0,0,0,3,0,0,0,0,13
"giá cả ko rẻ cũg ko đắt , qán đẹp , nhân viên nhiệt tình .",0,0,2,0,0,3,0,3,0,0,0,0,13
đến lúc mình hỏi hóa đơn thì chạy mất hút luôn và chỉ nhờ người khác nói với lý do tính nhầm .,0,0,0,0,0,1,0,0,0,0,0,0,22
ăn khá no mặt cười không vui .,0,0,0,0,0,0,0,0,3,0,0,0,4
"quán rất dễ tìm , ngay trung tâm quận 1 .",0,0,0,0,0,0,0,0,0,0,0,3,9
trà đá 5k .,2,0,0,0,0,0,0,0,0,0,0,0,3
trà xanh uống không bị chát như 62ltt .,0,0,0,0,0,0,3,0,0,0,0,0,8
"thịt xá xíu tại dìn ký làm khá ngon , thịt không quá nạc mà có tí mỡ nên nướng lên không bị khô , có nước chấm xá xíu dùng với cơm trắng tuyệt vời lắm .",0,0,0,3,0,0,0,0,3,0,0,0,35
"bánh , nước ngon mà giá cao .",0,0,1,3,0,0,3,0,0,0,0,0,6
"không gian khá nhỏ so với trên hình nhưng được decorate khá chất , kiểu tây tây ấy .",0,0,0,0,0,0,0,2,0,0,0,0,17
không gian ở đây tuy ko rộng ... nhưng cũng sang trọng lắm .,0,0,0,0,0,0,0,2,0,0,0,0,12
"nơi này đối với tôi là nơi thoải mái , lãng mạng và đẹp nhất ở nha trang .",0,0,0,0,3,0,0,3,0,0,0,0,17
mình đến khoảng trưa nhưng cũng phải xếp hàng và đợi tương đối lâu .,0,0,0,0,0,1,0,0,0,0,0,0,14
không có chỗ ngồi đâu vì chỉ là quầy nhỏ thôi .,0,0,0,0,0,0,0,1,0,0,0,0,11
"thích nhất là món bánh bao sữa nè , ngon tuyệt vời , thơm , mềm , ngọt ngọt béo béo nhẹ .",0,0,0,3,0,0,0,0,0,0,0,0,18
"combo gà phô mai cay 89k gồm 2 miếng gà , bánh mật ong , phần khoai tây mà xin đổi bắp cải , gọi thêm 1 miếng gà nước mắm 30k mấy nữa .",0,0,0,0,0,0,0,0,2,0,2,0,31
này là dĩa nhỏ 140k nha .,0,0,0,0,0,0,0,0,0,0,2,0,6
"giá cả , mình thấy rẻ , gọi top blade 95k 150gr là rẻ và ngon lắm rồi .",0,0,3,3,0,0,0,0,0,0,3,0,11
"nhân viên ở đây thân thiện , tuy nhiên vẫn còn chậm chạp , khách gọi 3,4 lần mới nghe thấy khuôn mặt với những giọt nước mắt của niềm vui .",0,0,0,0,0,2,0,0,0,0,0,0,20
đồ ăn giao tới gần 22h nhưng vẫn nóng và rất ngon .,0,0,0,3,0,0,0,0,0,0,0,0,12
giá rẻ nên khá đông dù là ngày thường .,0,0,3,0,3,0,0,0,0,0,0,0,9
nói chung món nào cũng thích .,0,0,0,0,3,0,0,0,0,0,0,0,6
"nhân viên cũng bình thường , không tốt không xấu , làm đúng trách nhiệm thôi , thiếu nhiệt tình .",0,0,0,0,0,2,0,0,0,0,0,0,17
trân châu thêm vào nhai vui vui mặt chảy nước dãi thèm quá ah mặt cười toe toét mặt cười toe toét .,0,3,0,0,0,0,0,0,0,0,0,0,12
"tầng hầm 2 , tầng hầm b2 , tttm takashimaya , 92 , 94 nam kỳ khởi nghĩa , p . bến nghé",0,0,0,0,0,0,0,0,0,0,0,2,16
"gọi 2 phần lõi nạc vai 150gram , 95k , thêm sốt tiêu đen , 20 k và sốt bbq , 20k .",0,0,0,0,0,0,0,0,2,0,2,0,24
rất nhiều đồ ngon của nước ngoài mà shop and go hay vinmart ko bao giờ có .,0,0,0,0,0,0,0,0,3,0,0,0,18
"thông thường trên chỗ mình hcmc sẽ đưa thức ăn trước rồi mới lấy lại bill , đằng này khi tính tiền nv đã lấy bill trước chỉ đưa mình phiếu đợi .",0,0,0,0,2,0,0,0,0,0,0,0,31
phí giữ xe 3k .,0,0,0,0,0,0,0,0,0,1,0,0,4
nghe quảng cáo pepperonis có combo mới nên mình và mấy đứa bạn rủ nhau đến ăn thử mặt nháy mắt với lưỡi .,0,0,0,0,0,0,0,0,3,0,0,0,19
"đây là lần thứ hai mình uống gong cha rồi , trước đó mua trực tiếp tại cửa hàng nên chờ hơi lâu .",0,0,0,0,0,1,0,0,0,0,0,0,22
chắc chắn pepperonis vẫn sẽ luôn có khách hàng trung thành là mình bắp tay uốn cong màu da sáng .,0,0,0,0,3,0,0,0,0,0,0,0,14
mình thỉnh thoảng vẫn ra đây mua kem hoặc là bim bim gì đó nếu tiện đi qua .,0,0,0,0,0,0,0,0,2,0,0,0,18
"khá ổn với lớp foam dày , ngon , đánh tới .",0,3,0,0,0,0,3,0,0,0,0,0,9
đánh dấu thạch nâu cũng ngon lắm luôn .,0,0,0,0,0,0,3,0,0,0,0,0,6
"nhân viên rót bia thì để bia chảy lung tung trên bàn , gắp đá thì để bia bắn ra ngoài lung tung .",0,0,0,0,0,1,0,0,0,0,0,0,22
"hôm sinh nhật mẹ mình cả nhà có kéo nhau đi ăn pepperonis , chọn cơ sở ở nguyễn chí thanh .",0,0,0,0,0,0,0,0,0,0,0,2,20
"mình hay uống ở chi nhánh lê văn sỹ hôm nay thử uống chi nhánh này thì mình thấy thích chi nhanh bên lê văn sỹ hơn bên đó pha chế ngon hơn , không gian bên đó cũng đẹp .",0,0,0,0,0,0,2,2,0,0,0,0,39
bộ chọn hình vuông nhỏ màu đen pepperonis thì quá quen thuộc với đồ pizza mỳ ý rồi nhưng từ lúc có thêm buffet thì càng được yêu thích hơn vì giá phải chăng và nhiều món .,0,0,3,0,3,0,0,0,3,0,0,0,30
kêu ít rượu uống ấm lắm nha .,0,0,0,0,0,0,3,0,0,0,0,0,7
mình order một ly trà sữa hong kong thêm trân châu tím .,0,2,0,0,0,0,0,0,0,0,0,0,12
nhân viên thì chuyên nghiệp và vui vẻ rồi phục vụ nhanh không phải đợi quá lâu mặc dù khách cũng khá đông .,0,0,0,0,0,3,0,0,0,0,0,0,23
"tuần nào mình cũng uống gong cha 1 , 2 lần mà không lần nào phải lếch ra ngoài mua hết , đặt qua deliverynow y như giá mua tại quán , hồi xưa còn 10 phần trăm phí giờ thì hết rồi , order về quận 1 ship 15k chia ra đứa vài nghìn , hehe .",0,0,0,0,0,3,0,0,0,2,0,0,51
mình cungc hay ăn sò điệp sushimi với mấy há cảo chiên cũng ok .,0,0,0,3,0,0,0,0,2,0,0,0,14
quầy pha chế mở rộng hơn xíu với nhân viên đông nhiệt tình hơn xíu thì đỡ bn .,0,0,0,0,0,2,0,2,0,0,0,0,18
"tuy nhiên , mình thấy ly to thì thạch thường sơ sài hơn và k đủ dạng thạch chất lượng như ly nhỏ .",0,0,0,0,0,0,0,0,2,0,0,0,22
dấu hôn nhân viên rất thân thiện và nhiệt tình .,0,0,0,0,0,3,0,0,0,0,0,0,8
"mình gọi 1 pizza hải sản , không ăn được cay nên gọi loại này , không nhớ tên nhưng mà chắc chắn là chiếc pizza thất bại nhất từ trước đến nay mà mình đã từng ăn .",0,0,0,1,0,0,0,0,0,0,0,0,36
"gọi thêm món nướng thì chờ đợi trong vô vọng , gọi giám sát cũng bỏ lơ .",0,0,0,0,0,1,0,0,0,0,0,0,16
mình thích nhất là lẩu thuyền chài với cơm chiên hải sản ở quán .,0,0,0,0,0,0,0,0,3,0,0,0,14
"mặc dầu khách khá đông nhưng phục vụ nhanh , vui vẻ .",0,0,0,0,2,3,0,0,0,0,0,0,11
bingsu thai milktea ngon cực kì và giá rất phải chăng luôn í thích thích thích .,3,0,0,0,0,0,3,0,0,0,0,0,15
với giá và chất lượng như này thì quá ok rồi .,0,0,3,0,3,0,0,0,0,0,0,0,11
"quán dễ tìm , rộng rãi .",0,0,0,0,0,0,0,3,0,0,0,3,5
"về món ăn bún cá để bún riêng và cá riêng , bún chan nước canh nóng hổi , có rau cần hoặc rau cải .",0,0,0,3,0,0,0,0,2,0,0,0,23
gỏi cuốn tôm thịt bình thường 7 k cuốn .,0,0,0,0,0,0,0,0,0,0,2,0,10
"nhân viên sẽ làm cho từ a , z ạ .",0,0,0,0,0,3,0,0,0,0,0,0,9
"lần đầu đến quá , khá ấn tượng bởi không gian rộng rãi , sáng và mát mẻ , ghế ngồi thoải mái , trên lầu ngồi bệt cũng không kém , không gian được trang trí bởi hoa giả trông lúc nào cũng tươi mới .",0,0,0,0,0,0,0,3,0,0,0,0,41
thấy bảo uống bình thường .,0,0,0,0,0,0,2,0,0,0,0,0,5
"nhân viên phục vụ thân thiện với bàn mình lắm , nhanh nhẹn nữa .",0,0,0,0,0,3,0,0,0,0,0,0,13
"nước dùng ở quán rất đậm đà , ăn cực ngon .",0,0,0,3,0,0,0,0,0,0,0,0,10
nhưng hôm nay mình đến thì chất lượng cx đã giảm sút .,0,0,0,0,1,0,0,0,0,0,0,0,12
"có cái gửi xe hơi phiêu , xe đến tự dưng ngoài và khóa cổ ko có ai trông hết hixxx .",0,0,0,0,0,0,0,0,0,1,0,0,20
không gian quá rộng hơn bên hai bà trưng .,0,0,0,0,0,0,0,3,0,0,0,0,9
nhân viên không một chút gì là thân thiện .,0,0,0,0,0,1,0,0,0,0,0,0,9
"nhân viên cũng dễ thương , nước làm cũng nhanh nữa .",0,0,0,0,0,3,0,0,0,0,0,0,10
tổng bill 744k cho 2 người no cành hông .,0,0,2,0,0,0,0,0,0,0,0,0,9
"khen nhiều thành thừa nhưng mình thật sự thích chi nhánh này , từ đồ ăn nêm nếm đến nhân viên .",0,0,0,3,3,3,0,0,0,0,0,0,20
cơ mà ít loại topping quá .,0,1,0,0,0,0,0,0,0,0,0,0,6
"âm nhạc hay , chiều khách hàng .",0,0,0,0,0,0,0,0,0,3,0,0,6
"quán lúc nào cũng núc ních người ăn , tấp nập người đứng chờ mua về .",0,0,0,0,3,0,0,0,0,0,0,0,15
"tương cà , tương ớt cho cũng khá nhiều , có cho thêm khăn giấy nữa .",0,0,0,0,0,0,0,0,3,3,0,0,14
uống khá là ngon và đậm vị .,0,0,0,0,0,0,3,0,0,0,0,0,7
quán xài đèn vàng nên trông rất ấm cúng .,0,0,0,0,0,0,0,3,0,0,0,0,9
đồ ăn cũng khá ngon mình gọi giao tới khách sạn gần chưa tới 2km mà đợi 1 tiếng lău lắc .,0,0,0,3,0,1,0,0,0,0,0,0,21
"quán nằm ngay mặt tiền đường hai bà trưng nhưng khá nhỏ , không để ý dễ bỏ qua ngay .",0,0,0,0,0,0,0,1,0,0,0,2,19
măng tay xào thì loe ngoe vài cọng nhìn kì cục sao ấy mặt cười không vui .,0,0,0,0,0,0,0,0,1,0,0,0,14
"mình ghé quán lúc 18h30 mà ôi thôi đông là đông , nghe tiếng tăm cũng nhiều nên bon chen đi thử cho biết mà ai ngờ vất vả quá khuôn mặt với những giọt nước mắt của niềm vui .",0,0,0,0,3,0,0,0,0,0,0,0,30
mà trang trí thấy cũng bt chứ ko đẹp .,0,0,0,0,0,0,0,2,0,0,0,0,9
2 ng ăn hết hơn 300k í .,0,0,2,0,0,0,0,0,0,0,0,0,7
"giá món ăn quá cao so với chất lượng , có tính thêm 10 phần trăm vat và 5 phần trăm phí phục vụ vô lí so với những gì mình nhận được .",0,0,0,0,0,0,0,0,0,1,1,0,30
"thịt ếch giòn , chắc , tươi ngon , mình để ý thấy khách hàng gọi món tới đâu thì nhà hàng mới chế biến tới đó .",0,0,0,3,0,0,0,0,3,0,0,0,24
thật sự bánh nguội y chang ở chi nhánh hậu giang .,0,0,0,1,0,0,0,0,0,0,0,0,11
"các bạn nv dễ thương , nhiệt tình .",0,0,0,0,0,3,0,0,0,0,0,0,8
"cà ri béo , thơm , thịt mềm , có món salad cũng lạ .",0,0,0,3,0,0,0,0,3,0,0,0,11
tôm vừa nhỏ vừa thúi ươn .,0,0,0,1,0,0,0,0,1,0,0,0,6
đồ ăn ra cũng nhanh lắm .,0,0,0,0,0,3,0,0,0,0,0,0,6
"lá rung rinh trong gió ở quán này đặc biệt là mỗi 1 món ăn đều có 1 phần salad ăn kèm , salad đựng trong 1 cái bánh giòn giòn , mới đầu tưởng bằng giấy ai dè ăn được mặt cười không vui .",0,0,0,3,0,0,0,0,3,0,0,0,35
bộ chọn mặt trời không gian quán cũng khá rộng rãi và nhân viên phục vụ nhanh nhẹn và lịch sự lắm mặt lé với lưỡi mặt lé với lưỡi .,0,0,0,0,0,3,0,3,0,0,0,0,20
người ra hiệu ok đậu hũ nhồi thịt chiên lên nhìn thì cùi cùi mà ăn thì ngon dã man .,0,0,0,3,0,0,0,0,0,0,0,0,16
"bắp thì thấm sốt nên đậm vị , ngon lắm .",0,0,0,3,0,0,0,0,0,0,0,0,9
cơm ko quá khô cũng ko quá nhão .,0,0,0,3,0,0,0,0,0,0,0,0,8
"bánh bèo , bánh ít ram ít , bột lọc , bánh ướt đều hài lòng vì bột bánh mềm , nhân ngọt thơm cực kỳ .",0,0,0,3,0,0,0,0,2,0,0,0,22
"f . bomb cũng có vị chua nhưng ít hơn ice , uống cảm giác nó vừa đủ , có phần đá xay mát mát nữa .",0,3,0,0,0,0,3,0,0,0,0,0,22
tô đầy đủ lớn 26k nhỏ 24k .,0,0,0,0,0,0,0,0,3,0,2,0,7
mặc dù có các loại bánh bèo này kia mà không xuất sắc lắm .,0,0,0,2,0,0,0,0,3,0,0,0,14
"bò bên lẩu chỉ có ba chỉ thôi , ăn dễ ngán .",0,0,0,1,0,0,0,0,1,0,0,0,11
"quán này thấy bán cũng lâu năm rồi , lúc nào cũng thấy đông đúc .",0,0,0,0,3,0,0,0,0,0,0,0,14
"không gian không lớn lắm , mình đi chiều nên cũng yên tĩnh không ồn ào .",0,0,0,0,0,0,0,2,0,0,0,0,15
"kem lựu là có thạch lựu , mình k thích lắm , đẹp mắt thôi .",0,0,0,2,0,0,0,0,3,0,0,0,13
1 điều khiến m sẽ quay lại là chú chủ rất cute mặt cười không vui .,0,0,0,0,0,3,0,0,0,0,0,0,13
"mình gọi bò số 1 bò , patê , trứng được miễn phí ly nước ngọt kèm salad và bánh mì 25k .",0,0,0,0,0,0,0,0,3,0,2,0,20
"sốt thì mình thấy ăn ổn , nhưng hơi dầu mỡ xíu , và không cay , chấm với bánh mì ngon .",0,0,0,3,0,0,0,0,2,0,0,0,19
ăn bánh mì phô mai nhiều chỗ rồi nhưng ở đây vẫn là ngon nhất luôn ý ạ .,0,0,0,3,0,0,0,0,0,0,0,0,18
"mình ăn khoai thì thấy ổn , ngon .",0,0,0,3,0,0,0,0,0,0,0,0,8
"hải sản không nhiều nhưng k bị ôi thiu , điểm cộng .",0,0,0,3,0,0,0,0,1,0,0,0,11
"ngoài trừ chuyện quá nhạt cà phê thì ly nước không ngon không dở , nhưng ít ra nó còn có mùi caramel .",0,0,0,0,0,0,2,0,0,0,0,0,22
"menu thì quá trời phong phú các loại bún này , bánh rồi chè hay sinh tố quả .",0,0,0,0,0,0,0,0,3,0,0,0,17
"còn có món bánh đa chiên trứng thịt gì đó , mình qên tên chính xác r , đặc sản của qán luôn đó , ngon lớm .",0,0,0,3,0,0,0,0,0,0,0,0,24
"mấy bạn nhân viên nam nhiệt tình và cute nữa , nhờ chụp 1 tấm ảnh giúp nhóm m mà riết chụp tá lả quá trời kiểu .",0,0,0,0,0,3,0,0,0,0,0,0,26
"menu nhìn chung giá vừa phải , không cao quá cũng không rẻ .",0,0,2,0,0,0,0,0,0,0,0,0,12
"mình order và đứng đợi tại quầy , có hơi mất lòng vì nhân viên chạy qua chạy lại nhiều mà chẳng ai đưa dùm cái ghế ngồi tạm nhưng vẫn thông cảm vì đông khách , nhưng cái mình khó chịu hơn là thái độ vaicalon của chị ngồi tại quầy thu ngân mặt cười không vui .",0,0,0,0,0,1,0,0,0,0,0,0,53
"jasmine greentea mùi lợ lợ , khó uống .",0,0,0,0,0,0,1,0,0,0,0,0,7
mình ăn phần số 2 38k đầy đủ bò 1 trứng nem chả pate xúc xích thịt xông khói .,0,0,0,0,0,0,0,0,3,0,2,0,19
cốc này cho sẵn thạch và trân châu nhai vui mồm lắm nha .,0,3,0,0,0,0,0,0,0,0,0,0,13
"kichi pnt ko gian ko dc rộng lắm , chỗ ngồi lại hơi chật nhưng vì gần nhà nên mình cũng hay ra đây ăn .",0,0,0,0,0,0,0,1,0,0,0,0,24
"chỗ này chỉ có mỗi 2 cô chú vừa làm vừa phục vụ thôi nên khá lâu , nhưng ai vào cũng kiên nhẫn chờ đợi tới lượt .",0,0,0,0,0,1,0,0,0,0,0,0,27
thêm canh 5 k bát và nước lớn 18 k cốc là đủ no căng r .,2,0,0,0,0,0,0,0,0,0,2,0,18
"khai vị 2 món gồm gỏi cổ hủ dừa tôm thịt mực viên bao trứng muối gỏi trộn chưa vừa miệng lắm , nhà hàng không cung cấp thêm nước mắm thường vn mình ăn gỏi hay kèm nước mắm pha ngọt ngọt í nên đây là điểm trừ .",0,0,0,2,0,0,0,0,1,0,0,0,48
decor tầng 1 có sân rộng thoải mái để xe .,0,0,0,0,0,0,0,3,0,0,0,0,9
gà ngon và giòn .,0,0,0,3,0,0,0,0,0,0,0,0,4
"đồ ăn , thức uống phục vụ siêu lâu .",0,0,0,0,0,1,0,0,0,0,0,0,8
mà 2 bạn nv ko biết vì sao mà m thấy đi dọn dẹp ly xung quanh rất tích cực nhưng ko thấy ai đến nhắc nhở dù ngay trước mắt .,0,0,0,0,0,2,0,0,0,0,0,0,31
mình ord trà sữa sương sáo milkfoam .,0,2,0,0,0,0,0,0,0,0,0,0,8
"sao trắng vừa ở đây k gian nhỏ nhoi lắm , cũng k quá nhiều đồ nhưng mà có mọi thứ mình hay ăn mặt cười không vui .",0,0,0,0,0,0,0,1,3,0,0,0,22
hôm ý bọn mình ăn xong phát đứng lên luôn vì có khách đang xếp hành đợi bàn .,0,0,0,0,3,0,0,0,0,0,0,0,18
"có vài món ngon cực như tàu hủ cá hồi , nhất định là mấy bạn phải thử món âýy khuôn mặt mệt mỏi .",0,0,0,3,0,0,0,0,0,0,0,0,20
"lần đầu nghe tên đường lạ hoắc , tìm tìm mới biết nằm ngay điện biên phủ mà đó giờ ko để ý .",0,0,0,0,0,0,0,0,0,0,0,2,22
"bữa kêu trà sữa đậu đỏ , lâu lâu uống lần nên cảm thấy khá ok , đó giờ uống thấy trà sữa đậu đỏ có vẻ hợp với mình thì phải .",0,0,0,0,0,0,3,0,0,0,0,0,30
"phục vụ nhìn chung cũng tốt , vệ sinh sạch sẽ .",0,0,0,0,0,3,0,0,0,0,0,0,10
"mình thấy quán để giờ mở cửa từ 17 h , 23 h .",0,0,0,0,2,0,0,0,0,0,0,0,11
giá cả 20k 1 túi khoai lắc .,0,0,0,0,0,0,0,0,0,0,2,0,7
ăn chưa được nửa hộp là đã thấy ngộn lên tới não rồi khuôn mặt hơi mỉm cười .,0,0,0,1,0,0,0,0,0,0,0,0,14
ngoài ra có kem ngon mà mấy làm kem cùi bắp chảy nước tùm lum .,0,0,0,3,0,0,0,0,0,1,0,0,15
"trang trí cũng bình thường thua cả coffee house , chỉ được thuận lợi vị trí ngay trung tâm nhiều chi nhánh .",0,0,0,0,0,0,0,1,0,0,0,3,21
sàn nhà bám dầu mỡ nên trời mưa đi vào trơn muốn té luôn mặt rất buồn .,0,0,0,0,0,0,0,0,0,1,0,0,15
"nhân mandu chiên đầy đặn thịt nữa , nói chung là ưng bụng cả đôi , lại ăn kèm củ cải hàn nên đỡ ngấy hẳn .",0,0,0,3,0,0,0,0,3,0,0,0,24
"sao không gian quán hơi nhỏ , quán chủ yếu là giao hàng hơn là phục vụ tại chỗ .",0,0,0,0,0,0,0,1,0,0,0,0,17
"bánh mì bơ tỏi 5 miếng lớn lận , có vẻ hơi nhiều cho 2 người .",0,0,0,0,0,0,0,0,3,0,0,0,15
"địa chỉ cũng khá dễ tìm , quán rộng , không gian thoáng , vì mới nên còn nghe mùi sơn luôn .",0,0,0,0,0,0,0,3,0,0,0,3,19
"lần này đi mình thích phục vụ hơn đợt trước vì tối qua khách đông hơn nhiều dù là thứ 2 , nhưng nhân viên lại thân thiện , cởi mở hơn .",0,0,0,0,2,3,0,0,0,0,0,0,30
không gian lại rất sang trọng với mức giá bt chỉ với 139k vào ban ngày mà giờ lại thêm voucher có 79k 1 vé .,0,0,2,0,0,0,0,3,0,3,0,0,25
"đồ ăn ngon và chất lượng , phục vụ rất nhiệt tình , ấn tượng với món bún bò và cơm hến .",0,0,0,3,0,3,0,0,3,0,0,0,20
"đinh ghim tròn vị trí như tôi đã nói rất cụ thể ở review trước thì quán dễ tìm , các ông để ý chút là được .",0,0,0,0,0,0,0,0,0,0,0,3,22
quán chi mà bán món mô cũng ngon vs rẻ nữa .,0,0,3,0,3,0,0,0,0,0,0,0,11
